Tag;Datum;Uhrzeit;Team (H);Team (A);Tore (H);Tore (A);HZ-Tore (H);HZ-Tore (A);;;;;;;;;;;;;;;;;;;;;;;;
Sa;19640314;16:30;Eintracht Braunschweig;Hamburger SV;2;1;0;0;1'0;60;2'0;80;2'1;86;;;;;;;;;;;;;;;;;;
Sa;19640314;16:30;Borussia Dortmund;VfB Stuttgart;7;1;2;1;1'0;8;1'1;15;2'1;26;3'1;55;4'1;59;5'1;70;6'1;74;7'1;88;;;;;;;;
Sa;19640314;16:30;1. FC Kaiserslautern;1. FC Nürnberg;3;1;3;0;1'0;7;2'0;26;3'0;29;3'1;57;;;;;;;;;;;;;;;;
Sa;19640314;16:30;1860 München;Preußen Münster;3;1;0;1;0'1;35;1'1;51;2'1;60;3'1;80;;;;;;;;;;;;;;;;
Sa;19640314;16:30;Karlsruher SC;1. FC Saarbrücken;2;2;0;2;0'1;14;0'2;22;1'2;66;2'2;83;;;;;;;;;;;;;;;;
Sa;19640314;16:30;Werder Bremen;FC Schalke 04;1;0;1;0;1'0;28;;;;;;;;;;;;;;;;;;;;;;
Sa;19640321;16:30;1. FC Köln;Eintracht Braunschweig;4;1;1;0;1'0;28;1'1;58;2'1;60;3'1;62;4'1;79;;;;;;;;;;;;;;
Sa;19640321;16:30;Hamburger SV;MSV Duisburg;3;3;0;1;0'1;26;0'2;56;0'3;73;1'3;74;2'3;80;3'3;89;;;;;;;;;;;;
Sa;19640321;16:30;VfB Stuttgart;1. FC Kaiserslautern;4;0;2;0;1'0;7;2'0;41;3'0;57;4'0;66;;;;;;;;;;;;;;;;
Sa;19640321;16:30;1. FC Nürnberg;Borussia Dortmund;4;0;2;0;1'0;24;2'0;39;3'0;55;4'0;76;;;;;;;;;;;;;;;;
Sa;19640321;16:30;1. FC Saarbrücken;1860 München;1;2;0;1;0'1;8;1'1;51;1'2;81;;;;;;;;;;;;;;;;;;
Sa;19640321;16:30;Preußen Münster;Karlsruher SC;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;19640321;16:30;FC Schalke 04;Eintracht Frankfurt;1;2;0;0;0'1;48;0'2;81;1'2;89;;;;;;;;;;;;;;;;;;
Do;19640326;19:30;Eintracht Braunschweig;1. FC Saarbrücken;3;1;1;1;0'1;2;1'1;5;2'1;55;3'1;72;;;;;;;;;;;;;;;;
Do;19640326;19:30;Hamburger SV;Werder Bremen;1;1;1;1;1'0;2;1'1;13;;;;;;;;;;;;;;;;;;;;
Do;19640326;20:15;1860 München;VfB Stuttgart;1;1;1;0;1'0;27;1'1;64;;;;;;;;;;;;;;;;;;;;
Fr;19640327;16:30;Hertha BSC;MSV Duisburg;5;2;3;1;1'0;1;2'0;4;2'1;9;3'1;39;4'1;46;5'1;78;5'2;90;;;;;;;;;;
Mo;19640330;14:30;1. FC Saarbrücken;Borussia Dortmund;2;1;0;0;0'1;62;1'1;78;2'1;81;;;;;;;;;;;;;;;;;;
Mo;19640330;15:00;VfB Stuttgart;Werder Bremen;2;0;1;0;1'0;13;2'0;71;;;;;;;;;;;;;;;;;;;;
Mo;19640330;18:00;Eintracht Frankfurt;Hamburger SV;2;2;1;1;1'0;41;1'1;44;1'2;54;2'2;83;;;;;;;;;;;;;;;;
Mo;19640330;19:30;Eintracht Braunschweig;Hertha BSC;1;1;1;1;0'1;28;1'1;44;;;;;;;;;;;;;;;;;;;;
Di;19640331;20:15;1860 München;MSV Duisburg;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;19640404;17:00;MSV Duisburg;Eintracht Braunschweig;5;1;3;1;1'0;4;1'1;6;2'1;8;3'1;23;4'1;53;5'1;65;;;;;;;;;;;;
Sa;19640404;17:00;Eintracht Frankfurt;Werder Bremen;7;0;2;0;1'0;4;2'0;8;3'0;54;4'0;55;5'0;66;6'0;86;7'0;87;;;;;;;;;;
Sa;19640404;17:00;Hamburger SV;1. FC Köln;1;1;1;0;1'0;41;1'1;83;;;;;;;;;;;;;;;;;;;;
Sa;19640404;17:00;1. FC Nürnberg;VfB Stuttgart;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;19640404;17:00;1. FC Kaiserslautern;Borussia Dortmund;0;1;0;1;0'1;42;;;;;;;;;;;;;;;;;;;;;;
Sa;19640404;17:00;Karlsruher SC;1860 München;1;0;1;0;1'0;20;;;;;;;;;;;;;;;;;;;;;;
Sa;19640404;17:00;Preußen Münster;1. FC Saarbrücken;2;1;1;1;0'1;25;1'1;33;2'1;46;;;;;;;;;;;;;;;;;;
Sa;19640404;17:00;Hertha BSC;FC Schalke 04;1;0;1;0;1'0;41;;;;;;;;;;;;;;;;;;;;;;
Sa;19640411;17:00;VfB Stuttgart;Hamburger SV;2;2;1;1;0'1;23;1'1;44;2'1;65;2'2;71;;;;;;;;;;;;;;;;
Sa;19640411;17:00;Borussia Dortmund;MSV Duisburg;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;19640411;17:00;Eintracht Braunschweig;1. FC Kaiserslautern;0;1;0;1;0'1;24;;;;;;;;;;;;;;;;;;;;;;
Sa;19640411;17:00;1. FC Köln;1. FC Nürnberg;5;0;2;0;1'0;18;2'0;22;3'0;47;4'0;82;5'0;88;;;;;;;;;;;;;;
Sa;19640411;17:00;FC Schalke 04;Preußen Münster;1;2;0;1;0'1;30;1'1;52;1'2;62;;;;;;;;;;;;;;;;;;
Sa;19640411;17:00;Werder Bremen;Karlsruher SC;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;19640411;17:00;1860 München;Eintracht Frankfurt;1;1;0;0;0'1;50;1'1;53;;;;;;;;;;;;;;;;;;;;
Sa;19640411;17:00;1. FC Saarbrücken;Hertha BSC;3;0;3;0;1'0;11;2'0;29;3'0;38;;;;;;;;;;;;;;;;;;
Mi;19640415;20:00;Hertha BSC;Werder Bremen;5;2;2;1;1'0;8;1'1;11;2'1;44;3'1;48;4'1;49;5'1;62;5'2;74;;;;;;;;;;
Sa;19640418;17:00;Hamburger SV;1. FC Kaiserslautern;7;3;1;0;1'0;35;1'1;50;2'1;52;2'2;53;3'2;68;4'2;78;4'3;85;5'3;86;6'3;88;7'3;90;;;;
Sa;19640418;17:00;Eintracht Braunschweig;VfB Stuttgart;2;0;2;0;1'0;3;2'0;11;;;;;;;;;;;;;;;;;;;;
Sa;19640418;17:00;MSV Duisburg;1. FC Nürnberg;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;19640418;17:00;1. FC Köln;Borussia Dortmund;5;2;1;1;0'1;22;1'1;44;2'1;61;3'1;63;3'2;64;4'2;70;5'2;86;;;;;;;;;;
Sa;19640418;17:00;Preußen Münster;Eintracht Frankfurt;1;3;1;2;0'1;13;1'1;26;1'2;38;1'3;87;;;;;;;;;;;;;;;;
Sa;19640418;17:00;1860 München;FC Schalke 04;7;1;3;1;1'0;10;1'1;38;2'1;41;3'1;44;4'1;53;5'1;56;6'1;76;7'1;79;;;;;;;;
Sa;19640418;17:00;Karlsruher SC;Hertha BSC;1;1;0;0;0'1;53;1'1;64;;;;;;;;;;;;;;;;;;;;
Sa;19640418;17:00;1. FC Saarbrücken;Werder Bremen;3;2;1;0;1'0;43;1'1;73;2'1;78;3'1;85;3'2;87;;;;;;;;;;;;;;
Sa;19640425;17:00;Eintracht Frankfurt;1. FC Saarbrücken;3;1;3;1;1'0;7;1'1;35;2'1;42;3'1;43;;;;;;;;;;;;;;;;
Sa;19640425;17:00;1. FC Nürnberg;Eintracht Braunschweig;1;0;0;0;1'0;54;;;;;;;;;;;;;;;;;;;;;;
Sa;19640425;17:00;1. FC Kaiserslautern;1. FC Köln;3;3;2;3;0'1;10;1'1;17;2'1;23;2'2;27;2'3;36;3'3;58;;;;;;;;;;;;
Sa;19640425;17:00;VfB Stuttgart;MSV Duisburg;1;2;1;2;1'0;17;1'1;26;1'2;44;;;;;;;;;;;;;;;;;;
Sa;19640425;17:00;Hertha BSC;1860 München;3;1;1;1;0'1;3;1'1;23;2'1;58;3'1;80;;;;;;;;;;;;;;;;
Sa;19640425;17:00;Werder Bremen;Preußen Münster;4;2;2;1;1'0;7;1'1;12;2'1;22;3'1;72;3'2;73;4'2;90;;;;;;;;;;;;
Sa;19640425;17:00;FC Schalke 04;Karlsruher SC;2;1;0;1;0'1;21;1'1;73;2'1;78;;;;;;;;;;;;;;;;;;
Di;19640505;18:30;Borussia Dortmund;Hamburger SV;5;2;2;0;1'0;31;2'0;38;3'0;55;3'1;56;4'1;64;5'1;85;5'2;86;;;;;;;;;;
Sa;19640509;17:00;MSV Duisburg;1. FC Kaiserslautern;3;0;1;0;1'0;3;2'0;8;3'0;86;;;;;;;;;;;;;;;;;;
Sa;19640509;17:00;1. FC Köln;VfB Stuttgart;2;1;0;1;0'1;4;1'1;55;2'1;84;;;;;;;;;;;;;;;;;;
Sa;19640509;17:00;Hamburger SV;1. FC Nürnberg;2;2;1;1;0'1;10;1'1;31;1'2;53;2'2;55;;;;;;;;;;;;;;;;
Sa;19640509;17:00;Eintracht Braunschweig;Borussia Dortmund;2;0;0;0;1'0;46;2'0;68;;;;;;;;;;;;;;;;;;;;
Sa;19640509;17:00;Karlsruher SC;Eintracht Frankfurt;1;2;0;1;0'1;40;0'2;78;1'2;86;;;;;;;;;;;;;;;;;;
Sa;19640509;17:00;1. FC Saarbrücken;FC Schalke 04;1;1;1;0;1'0;45;1'1;80;;;;;;;;;;;;;;;;;;;;
Sa;19640509;17:00;Preußen Münster;Hertha BSC;4;2;2;2;1'0;6;1'1;24;1'2;27;2'2;40;3'2;70;4'2;75;;;;;;;;;;;;
Sa;19640509;17:00;1860 München;Werder Bremen;3;2;1;1;1'0;4;1'1;45;2'1;56;2'2;77;3'2;79;;;;;;;;;;;;;;
Sa;19640822;16:00;Eintracht Frankfurt;FC Schalke 04;2;2;0;2;0'1;19;0'2;33;1'2;54;2'2;70;;;;;;;;;;;;;;;;
Sa;19640822;16:00;Karlsruher SC;MSV Duisburg;2;1;1;0;1'0;2;1'1;58;2'1;64;;;;;;;;;;;;;;;;;;
Sa;19640822;16:00;1. FC Kaiserslautern;Werder Bremen;2;1;2;1;1'0;14;1'1;17;2'1;38;;;;;;;;;;;;;;;;;;
Sa;19640822;16:00;Eintracht Braunschweig;1860 München;1;1;1;0;1'0;16;1'1;55;;;;;;;;;;;;;;;;;;;;
Sa;19640822;16:00;Borussia Dortmund;Hannover 96;0;2;0;0;0'1;52;0'2;58;;;;;;;;;;;;;;;;;;;;
Sa;19640822;16:00;1. FC Nürnberg;Borussia Neunkirchen;2;0;0;0;1'0;79;2'0;87;;;;;;;;;;;;;;;;;;;;
Sa;19640822;16:00;1. FC Köln;Hertha BSC;2;3;1;0;1'0;18;2'0;62;2'1;70;2'2;77;2'3;89;;;;;;;;;;;;;;
Sa;19640822;16:00;Hamburger SV;VfB Stuttgart;2;2;0;2;0'1;9;0'2;15;1'2;77;2'2;81;;;;;;;;;;;;;;;;
Sa;19640829;16:00;MSV Duisburg;1. FC Kaiserslautern;3;1;3;0;1'0;17;2'0;24;3'0;29;3'1;82;;;;;;;;;;;;;;;;
Sa;19640829;16:00;Hertha BSC;Hamburger SV;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;19640829;16:00;VfB Stuttgart;1. FC Nürnberg;3;1;1;1;0'1;11;1'1;18;2'1;72;3'1;75;;;;;;;;;;;;;;;;
Sa;19640829;16:00;Borussia Neunkirchen;Borussia Dortmund;1;2;0;0;0'1;61;0'2;72;1'2;88;;;;;;;;;;;;;;;;;;
Sa;19640829;16:00;Hannover 96;1. FC Köln;2;0;2;0;1'0;30;2'0;35;;;;;;;;;;;;;;;;;;;;
Sa;19640829;16:00;FC Schalke 04;Karlsruher SC;1;1;0;0;0'1;72;1'1;80;;;;;;;;;;;;;;;;;;;;
Sa;19640829;16:00;1860 München;Eintracht Frankfurt;0;1;0;0;0'1;50;;;;;;;;;;;;;;;;;;;;;;
Sa;19640829;16:00;Werder Bremen;Eintracht Braunschweig;5;1;3;1;1'0;10;2'0;23;3'0;25;3'1;30;4'1;58;5'1;74;;;;;;;;;;;;
Sa;19640905;16:00;Karlsruher SC;1860 München;1;5;0;2;0'1;2;0'2;30;0'3;65;1'3;70;1'4;80;1'5;82;;;;;;;;;;;;
Sa;19640905;16:00;1. FC Kaiserslautern;FC Schalke 04;3;0;3;0;1'0;4;2'0;12;3'0;42;;;;;;;;;;;;;;;;;;
Sa;19640905;16:00;1. FC Nürnberg;Hertha BSC;2;0;1;0;1'0;35;2'0;60;;;;;;;;;;;;;;;;;;;;
Sa;19640905;16:00;Hamburger SV;Hannover 96;3;0;0;0;1'0;48;2'0;81;3'0;85;;;;;;;;;;;;;;;;;;
Sa;19640905;16:00;1. FC Köln;Borussia Neunkirchen;4;3;2;3;0'1;2;0'2;3;1'2;8;1'3;9;2'3;25;3'3;61;4'3;68;;;;;;;;;;
Sa;19640905;20:00;Eintracht Frankfurt;Werder Bremen;0;2;0;1;0'1;32;0'2;55;;;;;;;;;;;;;;;;;;;;
Sa;19640905;20:00;Borussia Dortmund;VfB Stuttgart;1;0;0;0;1'0;64;;;;;;;;;;;;;;;;;;;;;;
Sa;19640905;20:00;Eintracht Braunschweig;MSV Duisburg;0;1;0;1;0'1;13;;;;;;;;;;;;;;;;;;;;;;
Sa;19640912;16:00;MSV Duisburg;Eintracht Frankfurt;1;3;1;2;1'0;18;1'1;21;1'2;29;1'3;57;;;;;;;;;;;;;;;;
Sa;19640912;16:00;Hertha BSC;Borussia Dortmund;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;19640912;16:00;VfB Stuttgart;1. FC Köln;3;3;2;2;0'1;16;1'1;27;2'1;35;2'2;38;2'3;47;3'3;50;;;;;;;;;;;;
Sa;19640912;16:00;Borussia Neunkirchen;Hamburger SV;3;1;2;1;1'0;6;1'1;22;2'1;37;3'1;54;;;;;;;;;;;;;;;;
Sa;19640912;16:00;Hannover 96;1. FC Nürnberg;2;2;2;2;0'1;6;1'1;18;1'2;21;2'2;23;;;;;;;;;;;;;;;;
Sa;19640912;16:00;FC Schalke 04;Eintracht Braunschweig;0;3;0;1;0'1;42;0'2;51;0'3;83;;;;;;;;;;;;;;;;;;
Sa;19640912;16:00;1860 München;1. FC Kaiserslautern;2;2;1;2;1'0;2;1'1;32;1'2;37;2'2;58;;;;;;;;;;;;;;;;
Sa;19640912;16:00;Werder Bremen;Karlsruher SC;1;0;0;0;1'0;62;;;;;;;;;;;;;;;;;;;;;;
Sa;19640919;16:00;Eintracht Frankfurt;Karlsruher SC;0;7;0;5;0'1;4;0'2;6;0'3;12;0'4;13;0'5;30;0'6;53;0'7;84;;;;;;;;;;
Sa;19640919;16:00;VfB Stuttgart;Hertha BSC;1;1;1;1;1'0;6;1'1;17;;;;;;;;;;;;;;;;;;;;
Sa;19640919;16:00;Eintracht Braunschweig;Borussia Neunkirchen;1;0;0;0;1'0;80;;;;;;;;;;;;;;;;;;;;;;
Sa;19640919;16:00;1. FC Nürnberg;FC Schalke 04;3;2;1;1;1'0;25;1'1;34;2'1;68;3'1;82;3'2;89;;;;;;;;;;;;;;
Sa;19640919;16:00;1. FC Köln;Werder Bremen;4;2;2;0;1'0;20;2'0;38;2'1;60;3'1;79;3'2;83;4'2;87;;;;;;;;;;;;
Sa;19640919;16:00;Hamburger SV;MSV Duisburg;3;0;2;0;1'0;10;2'0;20;3'0;77;;;;;;;;;;;;;;;;;;
Sa;19640919;16:00;1. FC Kaiserslautern;Hannover 96;1;0;1;0;1'0;43;;;;;;;;;;;;;;;;;;;;;;
Sa;19640919;20:00;Borussia Dortmund;1860 München;1;1;0;0;1'0;75;1'1;79;;;;;;;;;;;;;;;;;;;;
Sa;19640926;16:00;MSV Duisburg;1. FC Köln;0;3;0;3;0'1;25;0'2;36;0'3;42;;;;;;;;;;;;;;;;;;
Sa;19640926;16:00;Hertha BSC;Eintracht Frankfurt;1;3;1;2;0'1;9;1'1;26;1'2;39;1'3;84;;;;;;;;;;;;;;;;
Sa;19640926;16:00;Karlsruher SC;VfB Stuttgart;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;19640926;16:00;Borussia Neunkirchen;1. FC Kaiserslautern;0;3;0;1;0'1;10;0'2;68;0'3;84;;;;;;;;;;;;;;;;;;
Sa;19640926;16:00;Hannover 96;Eintracht Braunschweig;2;2;1;1;1'0;3;1'1;20;1'2;53;2'2;80;;;;;;;;;;;;;;;;
Sa;19640926;16:00;FC Schalke 04;Borussia Dortmund;2;6;0;6;0'1;10;0'2;11;0'3;20;0'4;23;0'5;32;0'6;36;1'6;57;2'6;89;;;;;;;;
Sa;19640926;16:00;1860 München;1. FC Nürnberg;2;0;1;0;1'0;28;2'0;65;;;;;;;;;;;;;;;;;;;;
Sa;19640926;16:00;Werder Bremen;Hamburger SV;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;19641010;15:15;VfB Stuttgart;FC Schalke 04;2;1;0;1;0'1;35;1'1;59;2'1;61;;;;;;;;;;;;;;;;;;
Sa;19641010;15:15;Borussia Neunkirchen;MSV Duisburg;4;2;2;0;1'0;17;2'0;32;3'0;52;4'0;65;4'1;66;4'2;81;;;;;;;;;;;;
Sa;19641010;15:15;Hannover 96;Werder Bremen;1;2;1;1;1'0;39;1'1;43;1'2;82;;;;;;;;;;;;;;;;;;
Sa;19641010;15:15;Hamburger SV;Eintracht Frankfurt;2;1;1;1;1'0;27;1'1;35;2'1;86;;;;;;;;;;;;;;;;;;
Sa;19641010;15:15;1. FC Nürnberg;Karlsruher SC;4;1;2;0;1'0;38;2'0;39;2'1;47;3'1;53;4'1;83;;;;;;;;;;;;;;
Sa;19641010;15:15;Borussia Dortmund;1. FC Kaiserslautern;3;2;1;1;1'0;23;1'1;35;2'1;59;2'2;60;3'2;70;;;;;;;;;;;;;;
Sa;19641010;15:15;1. FC Köln;Eintracht Braunschweig;5;1;1;1;1'0;20;1'1;38;2'1;49;3'1;62;4'1;75;5'1;83;;;;;;;;;;;;
Sa;19641010;15:15;Hertha BSC;1860 München;2;1;1;1;0'1;32;1'1;33;2'1;74;;;;;;;;;;;;;;;;;;
Sa;19641017;15:15;MSV Duisburg;VfB Stuttgart;3;3;1;2;0'1;11;0'2;13;1'2;30;1'3;58;2'3;61;3'3;73;;;;;;;;;;;;
Sa;19641017;15:15;Eintracht Frankfurt;1. FC Köln;1;4;0;1;0'1;45;1'1;50;1'2;60;1'3;83;1'4;85;;;;;;;;;;;;;;
Sa;19641017;15:15;FC Schalke 04;Hertha BSC;3;0;2;0;1'0;34;2'0;43;3'0;57;;;;;;;;;;;;;;;;;;
Sa;19641017;15:15;Werder Bremen;Borussia Neunkirchen;2;0;2;0;1'0;28;2'0;38;;;;;;;;;;;;;;;;;;;;
Sa;19641017;15:15;1860 München;Hannover 96;4;0;0;0;1'0;54;2'0;60;3'0;81;4'0;82;;;;;;;;;;;;;;;;
Sa;19641017;15:15;Karlsruher SC;Hamburger SV;2;2;1;2;0'1;12;1'1;26;1'2;36;2'2;64;;;;;;;;;;;;;;;;
Sa;19641017;15:15;1. FC Kaiserslautern;1. FC Nürnberg;3;2;1;1;0'1;28;1'1;36;2'1;54;3'1;56;3'2;69;;;;;;;;;;;;;;
Sa;19641017;15:15;Eintracht Braunschweig;Borussia Dortmund;0;1;0;0;0'1;73;;;;;;;;;;;;;;;;;;;;;;
Sa;19641024;15:15;Hertha BSC;MSV Duisburg;2;2;2;1;1'0;10;1'1;32;2'1;39;2'2;52;;;;;;;;;;;;;;;;
Sa;19641024;15:15;VfB Stuttgart;Werder Bremen;1;1;0;1;0'1;11;1'1;86;;;;;;;;;;;;;;;;;;;;
Sa;19641024;15:15;Borussia Neunkirchen;1860 München;3;0;0;0;1'0;48;2'0;80;3'0;84;;;;;;;;;;;;;;;;;;
Sa;19641024;15:15;Hannover 96;FC Schalke 04;1;0;1;0;1'0;7;;;;;;;;;;;;;;;;;;;;;;
Sa;19641024;15:15;Borussia Dortmund;Eintracht Frankfurt;1;3;1;1;1'0;11;1'1;22;1'2;72;1'3;80;;;;;;;;;;;;;;;;
Sa;19641024;15:15;1. FC Köln;Karlsruher SC;4;1;1;1;0'1;17;1'1;31;2'1;47;3'1;57;4'1;86;;;;;;;;;;;;;;
Sa;19641024;15:15;Hamburger SV;1. FC Kaiserslautern;3;2;2;2;0'1;28;1'1;29;1'2;30;2'2;44;3'2;52;;;;;;;;;;;;;;
Sa;19641024;15:15;1. FC Nürnberg;Eintracht Braunschweig;3;2;0;2;0'1;32;0'2;33;1'2;55;2'2;74;3'2;81;;;;;;;;;;;;;;
Sa;19641107;14:30;Eintracht Frankfurt;1. FC Nürnberg;1;1;0;1;0'1;22;1'1;57;;;;;;;;;;;;;;;;;;;;
Sa;19641107;14:30;1860 München;VfB Stuttgart;1;0;0;0;1'0;50;;;;;;;;;;;;;;;;;;;;;;
Sa;19641107;14:30;FC Schalke 04;Borussia Neunkirchen;1;1;0;1;0'1;4;1'1;58;;;;;;;;;;;;;;;;;;;;
Sa;19641107;14:30;Karlsruher SC;Borussia Dortmund;2;0;1;0;1'0;15;2'0;70;;;;;;;;;;;;;;;;;;;;
Sa;19641107;14:30;1. FC Kaiserslautern;1. FC Köln;2;2;0;2;0'1;20;0'2;27;1'2;58;2'2;76;;;;;;;;;;;;;;;;
Sa;19641107;18:30;MSV Duisburg;Hannover 96;1;0;1;0;1'0;8;;;;;;;;;;;;;;;;;;;;;;
Sa;19641107;18:30;Werder Bremen;Hertha BSC;5;1;0;0;0'1;60;1'1;68;2'1;69;3'1;80;4'1;83;5'1;86;;;;;;;;;;;;
Sa;19641107;18:30;Eintracht Braunschweig;Hamburger SV;2;0;1;0;1'0;26;2'0;37;;;;;;;;;;;;;;;;;;;;
Sa;19641114;14:30;Borussia Neunkirchen;Karlsruher SC;1;0;0;0;1'0;58;;;;;;;;;;;;;;;;;;;;;;
Sa;19641114;14:30;Hertha BSC;1. FC Kaiserslautern;5;3;4;0;1'0;17;2'0;38;3'0;40;4'0;45;4'1;51;4'2;54;5'2;68;5'3;90;;;;;;;;
Sa;19641114;14:30;VfB Stuttgart;Eintracht Braunschweig;3;1;2;1;0'1;11;1'1;21;2'1;25;3'1;82;;;;;;;;;;;;;;;;
Sa;19641114;14:30;Hannover 96;Eintracht Frankfurt;3;2;1;0;1'0;38;2'0;56;2'1;62;3'1;70;3'2;80;;;;;;;;;;;;;;
Sa;19641114;14:30;Werder Bremen;FC Schalke 04;2;2;1;1;1'0;17;1'1;42;1'2;46;2'2;50;;;;;;;;;;;;;;;;
Sa;19641114;14:30;1. FC Nürnberg;Hamburger SV;2;3;2;2;1'0;3;1'1;30;2'1;39;2'2;40;2'3;60;;;;;;;;;;;;;;
Sa;19641114;14:30;1. FC Köln;1860 München;1;1;1;0;1'0;25;1'1;57;;;;;;;;;;;;;;;;;;;;
Sa;19641114;14:30;Borussia Dortmund;MSV Duisburg;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
Sa;19641121;14:30;Eintracht Frankfurt;Borussia Neunkirchen;1;0;0;0;1'0;68;;;;;;;;;;;;;;;;;;;;;;
Sa;19641121;14:30;MSV Duisburg;1. FC Nürnberg;2;0;2;0;1'0;30;2'0;34;;;;;;;;;;;;;;;;;;;;
Sa;19641121;14:30;Eintracht Braunschweig;Hertha BSC;1;1;0;1;0'1;31;1'1;61;;;;;;;;;;;;;;;;;;;;
Sa;19641121;14:30;1. FC Kaiserslautern;VfB Stuttgart;2;1;2;1;1'0;2;1'1;12;2'1;37;;;;;;;;;;;;;;;;;;
Sa;19641121;14:30;Karlsruher SC;Hannover 96;2;3;0;1;0'1;31;0'2;59;0'3;60;1'3;68;2'3;83;;;;;;;;;;;;;;
Sa;19641121;14:30;FC Schalke 04;1. FC Köln;2;3;1;2;0'1;10;1'1;25;1'2;35;2'2;54;2'3;60;;;;;;;;;;;;;;
Sa;19641121;14:30;1860 München;Werder Bremen;3;1;1;1;0'1;2;1'1;13;2'1;70;3'1;85;;;;;;;;;;;;;;;;
Sa;19641121;14:30;Hamburger SV;Borussia Dortmund;1;4;0;2;0'1;24;0'2;37;0'3;54;1'3;60;1'4;75;;;;;;;;;;;;;;
Sa;19641128;14:30;Hertha BSC;Karlsruher SC;2;1;0;0;1'0;48;1'1;64;2'1;83;;;;;;;;;;;;;;;;;;
Sa;19641128;14:30;VfB Stuttgart;Eintracht Frankfurt;1;2;1;2;0'1;5;1'1;28;1'2;31;;;;;;;;;;;;;;;;;;
Sa;19641128;14:30;Borussia Neunkirchen;Hannover 96;2;1;0;0;1'0;51;2'0;64;2'1;88;;;;;;;;;;;;;;;;;;
Sa;19641128;14:30;Eintracht Braunschweig;1. FC Kaiserslautern;2;0;1;0;1'0;11;2'0;53;;;;;;;;;;;;;;;;;;;;
Sa;19641128;14:30;FC Schalke 04;1860 München;2;2;1;1;1'0;34;1'1;41;2'1;49;2'2;75;;;;;;;;;;;;;;;;
Sa;19641128;14:30;1. FC Nürnberg;Borussia Dortmund;1;0;0;0;1'0;68;;;;;;;;;;;;;;;;;;;;;;
Sa;19641128;14:30;1. FC Köln;Hamburger SV;3;0;3;0;1'0;12;2'0;33;3'0;38;;;;;;;;;;;;;;;;;;
Sa;19641128;18:30;Werder Bremen;MSV Duisburg;1;0;0;0;1'0;88;;;;;;;;;;;;;;;;;;;;;;
Sa;19641205;14:15;Eintracht Frankfurt;Eintracht Braunschweig;2;2;1;0;1'0;45;2'0;52;2'1;54;2'2;60;;;;;;;;;;;;;;;;
Sa;19641205;14:15;Borussia Neunkirchen;Hertha BSC;2;2;2;1;1'0;10;1'1;16;2'1;37;2'2;64;;;;;;;;;;;;;;;;
Sa;19641205;14:15;Hannover 96;VfB Stuttgart;2;1;1;0;1'0;34;2'0;54;2'1;75;;;;;;;;;;;;;;;;;;
Sa;19641205;14:15;1. FC Nürnberg;1. FC Köln;3;0;2;0;1'0;6;2'0;26;3'0;57;;;;;;;;;;;;;;;;;;
Sa;19641205;14:15;Hamburger SV;1860 München;3;2;1;2;1'0;5;1'1;12;1'2;15;2'2;63;3'2;75;;;;;;;;;;;;;;
Sa;19641205;18:30;MSV Duisburg;FC Schalke 04;2;1;0;1;0'1;15;1'1;58;2'1;67;;;;;;;;;;;;;;;;;;
Sa;19641205;18:30;Borussia Dortmund;Werder Bremen;1;2;1;1;1'0;28;1'1;37;1'2;60;;;;;;;;;;;;;;;;;;
Sa;19641205;18:30;Karlsruher SC;1. FC Kaiserslautern;6;1;3;1;1'0;4;2'0;11;3'0;24;3'1;39;4'1;56;5'1;76;6'1;84;;;;;;;;;;
Sa;19641212;14:00;Hertha BSC;Hannover 96;1;1;0;1;0'1;17;1'1;51;;;;;;;;;;;;;;;;;;;;
Sa;19641212;14:15;VfB Stuttgart;Borussia Neunkirchen;3;2;1;0;1'0;38;2'0;40;2'1;74;3'1;78;3'2;84;;;;;;;;;;;;;;
Sa;19641212;14:15;FC Schalke 04;Hamburger SV;3;1;2;0;1'0;8;2'0;44;2'1;64;3'1;72;;;;;;;;;;;;;;;;
Sa;19641212;14:15;1860 München;MSV Duisburg;2;1;1;1;1'0;25;1'1;29;2'1;75;;;;;;;;;;;;;;;;;;
Sa;19641212;14:15;1. FC Kaiserslautern;Eintracht Frankfurt;0;1;0;0;0'1;84;;;;;;;;;;;;;;;;;;;;;;
Sa;19641212;14:15;1. FC Köln;Borussia Dortmund;3;3;1;0;1'0;29;2'0;46;3'0;56;3'1;68;3'2;80;3'3;83;;;;;;;;;;;;
Sa;19641212;18:30;Werder Bremen;1. FC Nürnberg;1;1;1;0;1'0;32;1'1;84;;;;;;;;;;;;;;;;;;;;
